,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id_number,fiscal_year,department_name,vendor_name,transaction_date,dollar_amount,government_activity,fund_group_name,fund_type,fund_name,fund,account_name,account_code,transaction_id,expenditure_type,fiscal_month_number,fiscal_year_month,fiscal_year_quarter,calendar_month_number,calendar_month_year,calendar_month,data_source,authority_name,department_number,program,vendor_id,zip,payment_method,payment_status,inv_num,invoice_due_date,inv_date,inv_line,inv_dist_line,po_num,description,detailed_item_description,po_date,po_line_number,procurement_organization,buyer_name,supplier_city,supplier_country,bu_name,site_location,currency,vendor_num,sales_tax_percent,sales_tax,item_code,item_code_name,discount,authority,btrc,value_of_spend,receiver_id,settlement_judgment,authority_link,invoice_discount_due_date,unit_price,quantity
346,346.0,346.0,20244.0,6993010,2021,GENERAL SERVICES,A TO Z GLASS & MIRROR INC,2020-10-09T00:00:00.000,131.33,GENERAL GOVERNMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CONSTRUCTION MATERIALS,003180,AD26210000020990,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,40,GENERAL SERVICES PROCUREMENT,000014573,90022,CHECK,PAID,IN40210000037468,2020-10-16T00:00:00.000,2020-09-18T00:00:00.000,2,6,CPO40210000414673,,"WINDOW FILM, TINT, MFR:MADICO",2020-08-31T00:00:00.000,2.0,CITY,70153.0,LOS ANGELES,US,CITY,LOS ANGELES,USD,000014573-A TO Z GLASS & MIRROR INC,0.0,0.0,131022.0,PLASTIC FILMS,6.91,,630360.0,138.24,210000028739,,,2020-10-16T00:00:00.000,7.68,18.0
347,347.0,347.0,20245.0,6993009,2021,GENERAL SERVICES,A TO Z GLASS & MIRROR INC,2020-10-09T00:00:00.000,992.26,GENERAL GOVERNMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CONSTRUCTION MATERIALS,003180,AD26210000020990,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,40,GENERAL SERVICES PROCUREMENT,000014573,90022,CHECK,PAID,IN40210000043394,2020-10-16T00:00:00.000,2020-09-18T00:00:00.000,3,17,CPO40200000490548,,"WINDOW FILM, TINT, MFR:MADICO",2020-05-18T00:00:00.000,3.0,CITY,70153.0,LOS ANGELES,US,CITY,LOS ANGELES,USD,000014573-A TO Z GLASS & MIRROR INC,0.0,0.0,131022.0,PLASTIC FILMS,52.22,,630360.0,1044.48,210000034944,,,2020-10-16T00:00:00.000,7.68,136.0
348,348.0,348.0,20246.0,6993008,2021,GENERAL SERVICES,A TO Z GLASS & MIRROR INC,2020-10-30T00:00:00.000,87.55,GENERAL GOVERNMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CONTRACTUAL SERVICES,003040,AD26210000024726,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,40,GENERAL SERVICES PROCUREMENT,000014573,90022,CHECK,PAID,IN40210000042726,2020-11-05T00:00:00.000,2020-10-06T00:00:00.000,2,4,CPO40210000422854,"ONE GLASS REPLACEMENT W/ BRONZE LAMINATED SAFETY GLASS, ETC.","WINDOW FILM, TINT, MFR:MADICO",2020-09-29T00:00:00.000,2.0,CITY,87242.0,LOS ANGELES,US,CITY,LOS ANGELES,USD,000014573-A TO Z GLASS & MIRROR INC,0.0,0.0,131022.0,PLASTIC FILMS,4.61,,630360.0,92.16,210000033623,,,2020-11-05T00:00:00.000,7.68,12.0
349,349.0,349.0,23641.0,6989491,2021,NON_DEPARTMENTAL,ATLAS UNDERGROUND INC,2020-10-08T00:00:00.000,34247.31,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER OPERATIONS & MAINTENANCE,760,SANITATION-PROJECT RELATED,50RP82,AD26210000020452,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,50,SEWER OPERATIONS & MAINTENANCE,100004237,91766,CHECK,PAID,PRC50217605S0798,,2020-09-15T00:00:00.000,1,1,SC50CO18130430K,"T-750_ENC $4,346.00_CL79","PMT#2;ESR-FERNWOOD AVENUE (3100 W BLOCK), SWC05727",2020-10-28T00:00:00.000,66.0,,,,,CITY,,USD,100004237-ATLAS UNDERGROUND INC,0.0,0.0,,,0.0,,20329.0,,,,,,0.0,0.0
350,350.0,350.0,23645.0,6989487,2021,NON_DEPARTMENTAL,CARBON ACTIVATED CORP,2020-10-19T00:00:00.000,140156.85,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",75R,HWRP IPS ODOR CONTROL IMPROVEMENTS,50TDX7,AD26210000022201,IMPROVEMENTS OTHER THAN BUILDINGS,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,50,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",VC0000021662,90220,CHECK,PAID,PRC502175R5S0909,,2020-10-08T00:00:00.000,1,1,SC50CO19131374K,"T-454, AL#4, $406K, EXT CONTRACT DATE 11/15/20, SZH11859","PMT#19, SZH11859",2020-09-04T00:00:00.000,1.0,,,,,CITY,,USD,VC0000021662-CARBON ACTIVATED CORP,0.0,0.0,,,0.0,,887745.0,,,,,,0.0,0.0
351,351.0,351.0,23701.0,6989431,2021,NON_DEPARTMENTAL,ATLAS UNDERGROUND INC,2020-10-01T00:00:00.000,19636.5,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER OPERATIONS & MAINTENANCE,760,SANITATION-PROJECT RELATED,50TP82,AD26210000019111,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,50,SEWER OPERATIONS & MAINTENANCE,100004237,91766,CHECK,PAID,PRC50217605S0769,,2020-09-08T00:00:00.000,1,1,SC50CO18130430K,"T-750_ENC $4,346.00_CL79","PMT#1;ESR-NOTTINGHAM AVENUE (2400 BLOCK),SWC05708",2020-10-28T00:00:00.000,75.0,,,,,CITY,,USD,100004237-ATLAS UNDERGROUND INC,0.0,0.0,,,0.0,,20329.0,,,,,,0.0,0.0
352,352.0,352.0,23702.0,6989430,2021,NON_DEPARTMENTAL,ATLAS UNDERGROUND INC,2020-10-01T00:00:00.000,2014.79,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER OPERATIONS & MAINTENANCE,760,SANITATION-PROJECT RELATED,50TP82,AD26210000019111,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,50,SEWER OPERATIONS & MAINTENANCE,100004237,91766,CHECK,PAID,PRC50217605S0769,,2020-09-10T00:00:00.000,1,2,SC50CO18130430K,"T-750_ENC $4,346.00_CL79","PMT#2;ESR-NOTTINGHAM AVENUE (2400 BLOCK),SWC05708",2020-10-28T00:00:00.000,75.0,,,,,CITY,,USD,100004237-ATLAS UNDERGROUND INC,0.0,0.0,,,0.0,,20329.0,,,,,,0.0,0.0
353,353.0,353.0,23715.0,6989417,2021,NON_DEPARTMENTAL,ATLAS UNDERGROUND INC,2020-10-27T00:00:00.000,5500.0,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,EMERGENCY SEWER REPLACEMENT,50SA93,AD26210000023828,IMPROVEMENTS OTHER THAN BUILDINGS,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,50,SEWER CAPITAL FUND,100004237,91766,CHECK,PAID,PRC50217615S0995,,2020-10-15T00:00:00.000,1,1,SC50CO18130430K,"T-750_ENC $4,346.00_CL79","PMT#4,ESR-LAUREL CANYON BLVD (2300 N. BLOCK),SWC04817",2020-10-28T00:00:00.000,49.0,,,,,CITY,,USD,100004237-ATLAS UNDERGROUND INC,0.0,0.0,,,0.0,,20329.0,,,,,,0.0,0.0
354,354.0,354.0,23718.0,6989414,2021,NON_DEPARTMENTAL,ATLAS UNDERGROUND INC,2020-10-15T00:00:00.000,78981.56,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER OPERATIONS & MAINTENANCE,760,SANITATION-PROJECT RELATED,50RP82,AD26210000021688,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,50,SEWER OPERATIONS & MAINTENANCE,100004237,91766,CHECK,PAID,PRC50217605S0876,,2020-09-25T00:00:00.000,1,1,SC50CO18130430K,"T-750_ENC $4,346.00_CL79",PMT#3;ESR-7TH STREET (200 E BLOCK);SWC05234,2020-10-28T00:00:00.000,77.0,,,,,CITY,,USD,100004237-ATLAS UNDERGROUND INC,0.0,0.0,,,0.0,,20329.0,,,,,,0.0,0.0
355,355.0,355.0,23750.0,6989382,2021,NON_DEPARTMENTAL,ATLAS UNDERGROUND INC,2020-10-08T00:00:00.000,61820.43,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER OPERATIONS & MAINTENANCE,760,SANITATION-PROJECT RELATED,50TP82,AD26210000020453,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,50,SEWER OPERATIONS & MAINTENANCE,100004237,91766,CHECK,PAID,PRC50217605S0823,,2020-09-21T00:00:00.000,1,1,SC50CO18130430K,"T-750_ENC $4,346.00_CL79",PMT#1;ESR-TRASK AVENUE (7500 BLOCK);SWC05829,2020-10-28T00:00:00.000,76.0,,,,,CITY,,USD,100004237-ATLAS UNDERGROUND INC,0.0,0.0,,,0.0,,20329.0,,,,,,0.0,0.0
356,356.0,356.0,23784.0,6989348,2021,NON_DEPARTMENTAL,BALI CONSTRUCTION INC,2020-10-09T00:00:00.000,3084.35,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER CAPITAL FUND,761,EMERGENCY SEWER REPLACEMENT,50RA93,EFT26210000004125,IMPROVEMENTS OTHER THAN BUILDINGS,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,50,SEWER CAPITAL FUND,100002748,91733,EFT,PAID,PRC50217615S0799,,2020-09-28T00:00:00.000,1,1,SC50CO18130416K,"T-669, ENC.$10K, CL#59, SWC05110","PMT#4, ESR -SOUTH PARK VIEW ST.(600 BLOCK), SZC13547",2020-10-07T00:00:00.000,11.0,,,,,CITY,,USD,100002748-BALI CONSTRUCTION INC,0.0,0.0,,,0.0,,712086.0,,,,,,0.0,0.0
357,357.0,357.0,23949.0,6989180,2021,NON_DEPARTMENTAL,BALI CONSTRUCTION INC,2020-10-02T00:00:00.000,1975.75,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER OPERATIONS & MAINTENANCE,760,SANITATION-PROJECT RELATED,50TP82,EFT26210000003704,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,50,SEWER OPERATIONS & MAINTENANCE,100002748,91733,EFT,PAID,PRC50217605S0763,,2020-09-21T00:00:00.000,1,1,SC50CO18130416K,"T-669, ENC.$10K, CL#59, SWC05110","PMT#1, ESR- TURNBRIDGE COURT RW (11700 W. BLOCK), SWC05110",2020-10-07T00:00:00.000,59.0,,,,,CITY,,USD,100002748-BALI CONSTRUCTION INC,0.0,0.0,,,0.0,,712086.0,,,,,,0.0,0.0
358,358.0,358.0,23993.0,6989136,2021,NON_DEPARTMENTAL,ATLAS UNDERGROUND INC,2020-10-02T00:00:00.000,115040.79,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER OPERATIONS & MAINTENANCE,760,SANITATION-PROJECT RELATED,50RP82,AD26210000019261,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,50,SEWER OPERATIONS & MAINTENANCE,100004237,91766,CHECK,PAID,PRC50217605S0770,,2020-09-10T00:00:00.000,1,1,SC50CO18130430K,"T-750_ENC $4,346.00_CL79","PMT#2;ESR-OAKHURST DRIVE (1400 S BLOCK), SWC05948",2020-10-28T00:00:00.000,67.0,,,,,CITY,,USD,100004237-ATLAS UNDERGROUND INC,0.0,0.0,,,0.0,,20329.0,,,,,,0.0,0.0
359,359.0,359.0,23997.0,6989132,2021,NON_DEPARTMENTAL,BALI CONSTRUCTION INC,2020-10-13T00:00:00.000,3315.44,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER OPERATIONS & MAINTENANCE,760,SANITATION-PROJECT RELATED,50TP82,EFT26210000004172,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,50,SEWER OPERATIONS & MAINTENANCE,100002748,91733,EFT,PAID,PRC50217605S0866,,2020-10-05T00:00:00.000,1,1,SC50CO18130416K,"T-669, ENC.$10K, CL#59, SWC05110","PMT#2, ESR- TURNBRIDGE COURT RW (11700 W. BLOCK), SWC05110",2020-10-07T00:00:00.000,59.0,,,,,CITY,,USD,100002748-BALI CONSTRUCTION INC,0.0,0.0,,,0.0,,712086.0,,,,,,0.0,0.0
360,360.0,360.0,24008.0,6989121,2021,LIBRARY,MARIPOSA LANDSCAPES INC,2020-10-13T00:00:00.000,1062.75,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,LIBRARY,300,CONTRACTUAL SERVICES,003040,AD26210000021130,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,44,BRANCH LIBRARY SERVICES,100001803,91702,CHECK,PAID,PRC4421300440831,,2020-10-08T00:00:00.000,1,1,SC44CO20000818M,"INC ENC $175,000.00",LANDSCAPE MAINTENANCE,2020-02-11T00:00:00.000,1.0,,,,,CITY,,USD,100001803-MARIPOSA LANDSCAPES INC,0.0,0.0,,,0.0,,705705.0,,,,,,0.0,0.0
361,361.0,361.0,24018.0,6989111,2021,RECREATION AND PARKS,MARIPOSA LANDSCAPES INC,2020-10-14T00:00:00.000,10688.23,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,EFT26210000004245,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,88,RECREATION AND PARKS,100035554,91702,EFT,PAID,PRC8821302886886,,2020-09-16T00:00:00.000,1,1,SC88CO21003657K,MARIPOSA LANDSCAPES INC - FY 2021,VARIOUS LOCATIONS - MONTH TO MONTH LANDSCAPE MAINTENANCE NTP 6/29/20. PP#1,2020-07-28T00:00:00.000,1.0,,,,,CITY,,USD,100035554-MARIPOSA LANDSCAPES INC,0.0,0.0,,,0.0,,705705.0,,,,,,0.0,0.0
362,362.0,362.0,24066.0,6989063,2021,LIBRARY,MARIPOSA LANDSCAPES INC,2020-10-20T00:00:00.000,5365.03,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,LIBRARY,300,CONTRACTUAL SERVICES,003040,AD26210000022539,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,44,BRANCH LIBRARY SERVICES,100001803,91702,CHECK,PAID,PRC4421300440857,,2020-10-15T00:00:00.000,1,1,SC44CO20000818M,"INC ENC $175,000.00",LANDSCAPE MAINTENANCE,2020-02-11T00:00:00.000,1.0,,,,,CITY,,USD,100001803-MARIPOSA LANDSCAPES INC,0.0,0.0,,,0.0,,705705.0,,,,,,0.0,0.0
363,363.0,363.0,24067.0,6989062,2021,LIBRARY,MARIPOSA LANDSCAPES INC,2020-10-20T00:00:00.000,4189.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,LIBRARY,300,CONTRACTUAL SERVICES,003040,AD26210000022539,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,44,BRANCH LIBRARY SERVICES,100001803,91702,CHECK,PAID,PRC4421300440857,,2020-10-15T00:00:00.000,1,2,SC44CO20000818M,"INC ENC $175,000.00",LANDSCAPE MAINTENANCE,2020-02-11T00:00:00.000,1.0,,,,,CITY,,USD,100001803-MARIPOSA LANDSCAPES INC,0.0,0.0,,,0.0,,705705.0,,,,,,0.0,0.0
364,364.0,364.0,24157.0,6989500,2021,TRANSPORTATION,SELECT ELECTRIC INC,2020-10-27T00:00:00.000,72278.58,"TRANSPORTATION, COMMERCE AND ENTERPRISE",GOVERNMENTAL,SPECIAL REVENUE,TRANSPORTATION GRANTS FUND,655,INTELLIGENT TRANSPORTATION SYSTEM (ITS) COMMUNICATION SYSTEM,94LT15,AD26210000023842,IMPROVEMENTS OTHER THAN BUILDINGS,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,94,TRAFFIC SIGNALS AND SYSTEMS,VC0000010899,92081,CHECK,PAID,PRC942165594Q045,,2020-10-26T00:00:00.000,1,1,SC94MSACO19132588K,"C/O BID#1-3, 1-6, 11-1, 13-1, & MORE TOTAL OF $76,082.72",C-132588 94LT15 PP# 17,2020-09-30T00:00:00.000,1.0,,,,,CITY,,USD,VC0000010899-SELECT ELECTRIC INC,0.0,0.0,,,0.0,,2486069.0,,,,,,0.0,0.0
365,365.0,365.0,24412.0,6989245,2021,RECREATION AND PARKS,GERONIMO CONCRETE INC,2020-10-26T00:00:00.000,39112.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26210000023708,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,88,RECREATION AND PARKS,100035962,90042,CHECK,PAID,PRC8821302886896,,2020-09-30T00:00:00.000,1,1,SC88CO21003737K,GERONIMO CONCRETE INC,EAGLE ROCK RC - EMERGENCY ASPHALT REPAIR NTP 7/16/20,2020-10-09T00:00:00.000,1.0,,,,,CITY,,USD,100035962-GERONIMO CONCRETE INC,0.0,0.0,,,0.0,,247647.0,,,,,,0.0,0.0
366,366.0,366.0,24418.0,6989239,2021,NON_DEPARTMENTAL,ATLAS UNDERGROUND INC,2020-10-20T00:00:00.000,184339.12,GENERAL GOVERNMENT,PROPRIETARY,ENTERPRISE,SEWER OPERATIONS & MAINTENANCE,760,SANITATION-PROJECT RELATED,50TP82,AD26210000022548,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,50,SEWER OPERATIONS & MAINTENANCE,100004237,91766,CHECK,PAID,PRC50217605S0920,,2020-09-28T00:00:00.000,1,1,SC50CO18130430K,"T-750_ENC $4,346.00_CL79",PMT#1;ESR-EXPOSITION BLVD (3600 BLOCK);SWC05794,2020-10-28T00:00:00.000,78.0,,,,,CITY,,USD,100004237-ATLAS UNDERGROUND INC,0.0,0.0,,,0.0,,20329.0,,,,,,0.0,0.0
367,367.0,367.0,24432.0,6989225,2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,ALAMEDA CONSTRUCTION SERVICES INC,2020-10-09T00:00:00.000,245895.65,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,CRA/LA EXCESS NON-HOUSING BOND PROCEEDS,57D,PACOIMA/  PANORAMA CITY TAXABLE,22L9MT,EFT26210000004128,CONTRIBUTIONS TO OTHER AGENCIES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,22,ECONOMIC DEVELOPMENT,100004838,90222,EFT,PAID,PRC222157D220005,,2020-09-15T00:00:00.000,1,1,SC22CO20129095M,VENTRUA BLVD SIDE WALK IMPROVEMENT PROJCD2/SS55-,ALAMEDA CONSTRUCTION SERVICES,2020-01-07T00:00:00.000,1.0,,,,,CITY,,USD,100004838-ALAMEDA CONSTRUCTION SERVICES INC,0.0,0.0,,,0.0,,44245.0,,,,,,0.0,0.0
368,368.0,368.0,24787.0,6988388,2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,V T P INC,2020-10-09T00:00:00.000,19642.65,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS GOLF SPE,52H,CAPITAL IMPROVEMENT,89G402,AD26210000020917,IMPROVEMENTS OTHER THAN BUILDINGS,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,89,RECREATION AND PARKS GOLF SPE,000025620,90222,CHECK,PAID,IN89210000041691,2020-10-16T00:00:00.000,2020-09-21T00:00:00.000,3,3,CPO89210000414011,"OPERATION, REPLACE HARDWOOD FLOOR","ADHESIVE, SLIP RETARDANT, ""MANNINTON"" (OR EQUAL), 4 GAL CONT",2020-08-20T00:00:00.000,7.0,CITY,78645.0,COMPTON,US,CITY,LOS ANGELES,USD,000025620-V T P INC,9.5,1721.37,312016.0,OTHER ADHESIVES AND SEALANTS,181.2,,25395.0,19823.85,210000028054,,,2020-10-16T00:00:00.000,4.851322,3735.0
369,369.0,369.0,24789.0,6988386,2021,GENERAL SERVICES,V T P INC,2020-10-05T00:00:00.000,147.26,GENERAL GOVERNMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CONTRACTUAL SERVICES,003040,AD26210000019567,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,40,GENERAL SERVICES PROCUREMENT,000025620,90222,CHECK,PAID,IN40210000037766,2020-10-09T00:00:00.000,2020-09-15T00:00:00.000,8,12,CPO40210000411971,,"EPOXY, FOR INSTALLATION, RUBBER TILES, 2 GAL PAIL. ""ENDURA""",2020-08-12T00:00:00.000,8.0,CITY,92683.0,COMPTON,US,CITY,LOS ANGELES,USD,000025620-V T P INC,9.5,12.9,312016.0,OTHER ADHESIVES AND SEALANTS,1.36,,25395.0,148.62,210000028910,,,2020-10-09T00:00:00.000,135.838395,1.0
370,370.0,370.0,24790.0,6988385,2021,GENERAL SERVICES,V T P INC,2020-10-05T00:00:00.000,105.19,GENERAL GOVERNMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CONTRACTUAL SERVICES,003040,AD26210000019567,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,40,GENERAL SERVICES PROCUREMENT,000025620,90222,CHECK,PAID,IN40210000037766,2020-10-09T00:00:00.000,2020-09-15T00:00:00.000,7,11,CPO40210000411971,,"ADHESIVE, RUBBER TILE, ""JOHNSONITE"", (OR EQUAL),  4 GAL CONT",2020-08-12T00:00:00.000,7.0,CITY,92683.0,COMPTON,US,CITY,LOS ANGELES,USD,000025620-V T P INC,9.5,9.22,312016.0,OTHER ADHESIVES AND SEALANTS,0.97,,25395.0,106.16,210000028910,,,2020-10-09T00:00:00.000,97.027425,1.0
371,371.0,371.0,24791.0,6988384,2021,GENERAL SERVICES,V T P INC,2020-10-05T00:00:00.000,52.58,GENERAL GOVERNMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CONTRACTUAL SERVICES,003040,AD26210000019567,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,40,GENERAL SERVICES PROCUREMENT,000025620,90222,CHECK,PAID,IN40210000037766,2020-10-09T00:00:00.000,2020-09-15T00:00:00.000,6,10,CPO40210000411971,,"ADHESIVE, TILE IN 4 GAL. CONTAINER. HENRY'S #430",2020-08-12T00:00:00.000,6.0,CITY,92683.0,COMPTON,US,CITY,LOS ANGELES,USD,000025620-V T P INC,9.5,4.61,312016.0,OTHER ADHESIVES AND SEALANTS,0.49,,25395.0,53.07,210000028910,,,2020-10-09T00:00:00.000,48.513713,1.0
372,372.0,372.0,25001.0,6988183,2021,GENERAL SERVICES,A TO Z GLASS & MIRROR INC,2020-10-22T00:00:00.000,9.74,GENERAL GOVERNMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CONTRACTUAL SERVICES,003040,AD26210000023152,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,40,GENERAL SERVICES PROCUREMENT,000014573,90022,CHECK,PAID,IN40210000038617,2020-10-28T00:00:00.000,2020-09-28T00:00:00.000,2,2,CPO40210000420933,,"MIRROR MOLDINGS, D636A SATIN ANODIZED STANDARD J CHANNEL",2020-09-21T00:00:00.000,2.0,CITY,87242.0,LOS ANGELES,US,CITY,LOS ANGELES,USD,000014573-A TO Z GLASS & MIRROR INC,0.0,0.0,30161906.0,MOLDING,0.51,,630360.0,10.25,210000030539,,,2020-10-28T00:00:00.000,2.05,5.0
373,373.0,373.0,28065.0,6984836,2021,NON_DEPARTMENTAL,CONSTRUCTION AND DEMOLITION RECYCLING INC.,2020-10-22T00:00:00.000,9796.0,GENERAL GOVERNMENT,GOVERNMENTAL,SPECIAL REVENUE,SOLID WASTE RESOURCES FUND,508,PW-SANITATION EXPENSE & EQUIPMENT,50PX82,AD26210000023064,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,50,SOLID WASTE RESOURCES FUND,VC0000038588,90280-3505,CHECK,PAID,GAX5021508500078,,2020-10-09T00:00:00.000,1,3,GAEAE50AE21508612M,"DECREASE LINE#1 BY $185K


INCREASE LINE#2 BY $185K","PAY MUNICIPAL TIP FEES - EL SOBRANTE, 2/21/20-6/30/20",2020-10-27T00:00:00.000,0.0,,,,,CITY,,USD,VC0000038588-CONSTRUCTION AND DEMOLITION RECYCLING INC.,,,,,0.0,,3103650.0,,,,,,,
374,374.0,374.0,28072.0,6984829,2021,NON_DEPARTMENTAL,CONSTRUCTION AND DEMOLITION RECYCLING INC.,2020-10-28T00:00:00.000,26270.2,GENERAL GOVERNMENT,GOVERNMENTAL,SPECIAL REVENUE,SOLID WASTE RESOURCES FUND,508,PW-SANITATION EXPENSE & EQUIPMENT,50PX82,AD26210000024102,SUPPLIES & OTHER SERVICES,4,2021-04 (OCT),2021-02,10,"OCTOBER,2020",OCTOBER,FMS,,50,SOLID WASTE RESOURCES FUND,VC0000038588,90280-3505,CHECK,PAID,GAX5021508500088,,2020-10-20T00:00:00.000,1,2,GAEAE50AE21508612M,"DECREASE LINE#1 BY $185K


INCREASE LINE#2 BY $185K","PAY MUNICIPAL TIP FEES - EL SOBRANTE, 2/21/20-6/30/20",2020-10-27T00:00:00.000,0.0,,,,,CITY,,USD,VC0000038588-CONSTRUCTION AND DEMOLITION RECYCLING INC.,,,,,0.0,,3103650.0,,,,,,,
