,Unnamed: 0,id_number,fiscal_year,department_name,vendor_name,transaction_date,dollar_amount,authority,btrc,government_activity,fund_group_name,fund_type,fund_name,fund,account_name,account_code,transaction_id,expenditure_type,fiscal_month_number,fiscal_year_month,fiscal_year_quarter,calendar_month_number,calendar_month_year,calendar_month,data_source,authority_name,department_number,vendor_id,zip,payment_method,payment_status,inv_num,inv_date,inv_line,inv_dist_line,po_num,description,detailed_item_description,procurement_organization,supplier_city,supplier_country,site_location,currency,value_of_spend,vendor_num,program,invoice_due_date,invoice_discount_due_date,discount,po_date,po_line_number,buyer_name,bu_name,sales_tax_percent,sales_tax,item_code,item_code_name,unit_price,quantity,receiver_id,settlement_judgment,authority_link
660,74244.0,6709709,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,370.36,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170374,2020-06-18T00:00:00.000,3,18,CPO88200000487060,CARPET INSTALL IN THREE OFFICES IN PERMIT TRAILER,"INSTALL, CARPET, NEW ROLLED BROADLOOMED, REG. TIME",CITY,COMPTON,US,LOS ANGELES,USD,374.1,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,3.74,2020-05-05T00:00:00.000,3.0,36634.0,CITY,0.0,0.0,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,6.2350499999999975,60.0,200000138850,,
661,74245.0,6709708,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,16.85,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170374,2020-06-18T00:00:00.000,1,16,CPO88200000487060,CARPET INSTALL IN THREE OFFICES IN PERMIT TRAILER,"LABOR, REMOVAL, COVE BASES, REG. TIME",CITY,COMPTON,US,LOS ANGELES,USD,17.02,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,0.17,2020-05-05T00:00:00.000,1.0,36634.0,CITY,0.0,0.0,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,0.1182,144.0,200000138850,,
662,74246.0,6709707,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,626.92,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170282,2020-06-18T00:00:00.000,8,13,CPO88200000487048,FLOOR REPAIR FOR SUN VALLEY POOL HOUSE,"BASE, COVE, 6"" RUBBER, COLORS  ""BURKE""",CITY,COMPTON,US,LOS ANGELES,USD,632.7,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,5.78,2020-05-05T00:00:00.000,8.0,36634.0,CITY,9.5,54.94,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,1.445783,400.0,200000140978,,
663,74247.0,6709706,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,148.43,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170282,2020-06-18T00:00:00.000,7,12,CPO88200000487048,FLOOR REPAIR FOR SUN VALLEY POOL HOUSE,"UNDERLAYMENT, FLOOR PREP, ""ARDEX "" FEATHER FINISH.",CITY,COMPTON,US,LOS ANGELES,USD,149.8,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,1.37,2020-05-05T00:00:00.000,7.0,36634.0,CITY,9.5,13.01,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,22.82,6.0,200000140978,,
664,74248.0,6709705,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,668.7,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170282,2020-06-18T00:00:00.000,6,11,CPO88200000487048,FLOOR REPAIR FOR SUN VALLEY POOL HOUSE,"SERVICE, SEAL, WAX, BURNISH (BUFF) & CLEAN FLOOR. VCT AND RE",CITY,COMPTON,US,LOS ANGELES,USD,675.45,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,6.75,2020-05-05T00:00:00.000,6.0,36634.0,CITY,0.0,0.0,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,0.45,1501.0,200000140978,,
665,74249.0,6709704,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,491.48,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170282,2020-06-18T00:00:00.000,5,10,CPO88200000487048,FLOOR REPAIR FOR SUN VALLEY POOL HOUSE,"SERVICE, FLOORING, RELATED, REG. TIME",CITY,COMPTON,US,LOS ANGELES,USD,496.44,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,4.96,2020-05-05T00:00:00.000,5.0,36634.0,CITY,0.0,0.0,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,41.37,12.0,200000140978,,
666,74250.0,6709703,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,494.54,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170282,2020-06-18T00:00:00.000,4,9,CPO88200000487048,FLOOR REPAIR FOR SUN VALLEY POOL HOUSE,REMOVAL OF VCT (NON-ASBESTOS TILE) REG. TIME,CITY,COMPTON,US,LOS ANGELES,USD,499.54,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,5.0,2020-05-05T00:00:00.000,4.0,36634.0,CITY,0.0,0.0,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,0.67965,735.0,200000140978,,
667,74251.0,6709702,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,579.54,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170282,2020-06-18T00:00:00.000,3,8,CPO88200000487048,FLOOR REPAIR FOR SUN VALLEY POOL HOUSE,"SERVICE, SCRAPING, REG. TIME",CITY,COMPTON,US,LOS ANGELES,USD,585.39,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,5.85,2020-05-05T00:00:00.000,3.0,36634.0,CITY,0.0,0.0,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,0.39,1501.0,200000140978,,
668,74252.0,6709701,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,44.23,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170282,2020-06-18T00:00:00.000,1,6,CPO88200000487048,FLOOR REPAIR FOR SUN VALLEY POOL HOUSE,"LABOR, REMOVAL, COVE BASES, REG. TIME",CITY,COMPTON,US,LOS ANGELES,USD,44.68,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,0.45,2020-05-05T00:00:00.000,1.0,36634.0,CITY,0.0,0.0,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,0.1182,378.0,200000140978,,
669,74253.0,6709700,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,105.19,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170374,2020-06-18T00:00:00.000,9,24,CPO88200000487060,CARPET INSTALL IN THREE OFFICES IN PERMIT TRAILER,"ADHESIVE, RUBBER TILE, ""JOHNSONITE"", (OR EQUAL),  4 GAL CONT",CITY,COMPTON,US,LOS ANGELES,USD,106.16,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,0.97,2020-05-05T00:00:00.000,9.0,36634.0,CITY,9.5,9.22,312016.0,OTHER ADHESIVES AND SEALANTS,97.027425,1.0,200000138850,,
670,74254.0,6709699,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,2256.8,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170282,2020-06-18T00:00:00.000,10,15,CPO88200000487048,FLOOR REPAIR FOR SUN VALLEY POOL HOUSE,"TREAD, STAIR, RUBBER ""ENDURA"", (OR EQUAL).",CITY,COMPTON,US,LOS ANGELES,USD,2277.62,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,20.82,2020-05-05T00:00:00.000,10.0,36634.0,CITY,9.5,197.77,30161908.0,STAIR PARTS,17.34851,120.0,200000140978,,
671,74255.0,6709698,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,7522.66,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170282,2020-06-18T00:00:00.000,9,14,CPO88200000487048,FLOOR REPAIR FOR SUN VALLEY POOL HOUSE,"TREAD, STAIR, RUBBER ""ENDURA"", (OR EQUAL).",CITY,COMPTON,US,LOS ANGELES,USD,7592.05,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,69.39,2020-05-05T00:00:00.000,9.0,36634.0,CITY,9.5,659.24,30161908.0,STAIR PARTS,17.34851,400.0,200000140978,,
672,74256.0,6709697,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,94.19,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170374,2020-06-18T00:00:00.000,13,28,CPO88200000487060,CARPET INSTALL IN THREE OFFICES IN PERMIT TRAILER,TANDUS CARPET SUNDRIES,CITY,COMPTON,US,LOS ANGELES,USD,95.06,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,0.87,2020-05-05T00:00:00.000,13.0,36634.0,CITY,9.5,8.25,30161701.0,CARPETING,86.89,1.0,200000138850,,
673,74257.0,6709696,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,4224.83,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170374,2020-06-18T00:00:00.000,12,27,CPO88200000487060,CARPET INSTALL IN THREE OFFICES IN PERMIT TRAILER,"CARPET, MODULAR TILE. SIZES: 36"" X 36"" ABRASIVE ACTION",CITY,COMPTON,US,LOS ANGELES,USD,4263.8,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,38.97,2020-05-05T00:00:00.000,12.0,36634.0,CITY,9.5,370.24,30161701.0,CARPETING,58.167993,67.0,200000138850,,
674,74258.0,6709695,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,23.22,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170374,2020-06-18T00:00:00.000,11,26,CPO88200000487060,CARPET INSTALL IN THREE OFFICES IN PERMIT TRAILER,"FEE, CA CARPET STEWARSHIP PROGRAM, (PER CALIFORNIA AB2398)",CITY,COMPTON,US,LOS ANGELES,USD,23.45,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,0.23,2020-05-05T00:00:00.000,11.0,36634.0,CITY,0.0,0.0,76122408.0,STATE COUNTY LOCAL WASTE OR RECYCLE FEE,0.35000000000000003,67.0,200000138850,,
675,74259.0,6709694,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,146.36,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170374,2020-06-18T00:00:00.000,2,17,CPO88200000487060,CARPET INSTALL IN THREE OFFICES IN PERMIT TRAILER,"LABOR, CUSTOM PREP. OF FLOOR, REG. TIME",CITY,COMPTON,US,LOS ANGELES,USD,147.84,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,1.48,2020-05-05T00:00:00.000,2.0,36634.0,CITY,0.0,0.0,721027.0,FLOORING SERVICE,49.27955,3.0,200000138850,,
676,74260.0,6709693,2020,RECREATION AND PARKS,V T P INC,2020-06-23T00:00:00.000,11806.39,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101083,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000170282,2020-06-18T00:00:00.000,2,7,CPO88200000487048,FLOOR REPAIR FOR SUN VALLEY POOL HOUSE,"LABOR, CUSTOM PREP. OF FLOOR, REG. TIME",CITY,COMPTON,US,LOS ANGELES,USD,11925.65,000025620-V T P INC,RECREATION AND PARKS,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,119.26,2020-05-05T00:00:00.000,2.0,36634.0,CITY,0.0,0.0,721027.0,FLOORING SERVICE,49.27955,242.0,200000140978,,
677,74387.0,6709861,2020,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,BAE URBAN ECONOMICS INC,2020-06-24T00:00:00.000,553.5,,2492655.0,COMMUNITY DEVELOPMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CONTRACTUAL SERVICES,003040,EFT26200000013486,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,43.0,VC0000021570,94710,EFT,PAID,PRC432010043J013,2020-06-23T00:00:00.000,1,2,SC43CO20132971Y,"ENCUMBER $5,500; EXTEND EXPIRY 6/30/20;


BAE URBAN; C-13297",JT; PAYMENT OF INV# 2356; $553.50;C-132971; MAY 2020 SRVS; F55J001;,,,,,USD,,VC0000021570-BAE URBAN ECONOMICS INC,ACCOUNTING,,,0.0,2020-05-14T00:00:00.000,1.0,,CITY,0.0,0.0,,,0.0,0.0,,,
678,74542.0,6709343,2020,RECREATION AND PARKS,V T P INC,2020-06-24T00:00:00.000,3290.54,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101692,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000173080,2020-06-22T00:00:00.000,16,28,CPO88200000485915,,INSTALLATION OF VINYL CHLORIDE TILE (VCT) REG. TIME,CITY,COMPTON,US,LOS ANGELES,USD,3323.78,000025620-V T P INC,RECREATION AND PARKS,2020-06-30T00:00:00.000,2020-06-30T00:00:00.000,33.24,2020-04-30T00:00:00.000,17.0,36634.0,CITY,0.0,0.0,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,0.7879999999999999,4218.0,200000141229,,
679,74543.0,6709342,2020,RECREATION AND PARKS,V T P INC,2020-06-24T00:00:00.000,18.72,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101692,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000173080,2020-06-22T00:00:00.000,15,27,CPO88200000485915,,"SERVICE, INSTALL (REG. RATE) REDUCER/METAL",CITY,COMPTON,US,LOS ANGELES,USD,18.91,000025620-V T P INC,RECREATION AND PARKS,2020-06-30T00:00:00.000,2020-06-30T00:00:00.000,0.19,2020-04-30T00:00:00.000,16.0,36634.0,CITY,0.0,0.0,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,0.4728,40.0,200000141229,,
680,74544.0,6709341,2020,RECREATION AND PARKS,V T P INC,2020-06-24T00:00:00.000,1315.91,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101692,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000173080,2020-06-22T00:00:00.000,14,26,CPO88200000485915,,"BASE, COVE, 6"" RUBBER, BLACK  ""BURKE""",CITY,COMPTON,US,LOS ANGELES,USD,1328.05,000025620-V T P INC,RECREATION AND PARKS,2020-06-30T00:00:00.000,2020-06-30T00:00:00.000,12.14,2020-04-30T00:00:00.000,15.0,36634.0,CITY,9.5,115.32,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,1.348761,900.0,200000141229,,
681,74545.0,6709340,2020,RECREATION AND PARKS,V T P INC,2020-06-24T00:00:00.000,151.46,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101692,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000173080,2020-06-22T00:00:00.000,13,25,CPO88200000485915,,"REDUCER/METAL, UNIVERSAL/POWERHOUSE",CITY,COMPTON,US,LOS ANGELES,USD,152.86,000025620-V T P INC,RECREATION AND PARKS,2020-06-30T00:00:00.000,2020-06-30T00:00:00.000,1.4,2020-04-30T00:00:00.000,14.0,36634.0,CITY,9.5,13.27,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,2.910872,48.0,200000141229,,
682,74546.0,6709339,2020,RECREATION AND PARKS,V T P INC,2020-06-24T00:00:00.000,643.21,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101692,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000173080,2020-06-22T00:00:00.000,10,22,CPO88200000485915,,"UNDERLAYMENT, FLOOR PREP, ""ARDEX "" FEATHER FINISH.",CITY,COMPTON,US,LOS ANGELES,USD,649.14,000025620-V T P INC,RECREATION AND PARKS,2020-06-30T00:00:00.000,2020-06-30T00:00:00.000,5.93,2020-04-30T00:00:00.000,11.0,36634.0,CITY,9.5,56.37000000000001,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,22.820874,26.0,200000141229,,
683,74547.0,6709338,2020,RECREATION AND PARKS,V T P INC,2020-06-24T00:00:00.000,5914.61,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101692,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000173080,2020-06-22T00:00:00.000,9,21,CPO88200000485915,,"VINYL COMPOSITE TILE ""ARMSTRONG STANDARD EXCELON"" SIZE: 1/8""",CITY,COMPTON,US,LOS ANGELES,USD,5969.17,000025620-V T P INC,RECREATION AND PARKS,2020-06-30T00:00:00.000,2020-06-30T00:00:00.000,54.56,2020-04-30T00:00:00.000,9.0,36634.0,CITY,9.5,518.32,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,1.154716,4725.0,200000141229,,
684,74548.0,6709337,2020,RECREATION AND PARKS,V T P INC,2020-06-24T00:00:00.000,1892.07,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101692,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000173080,2020-06-22T00:00:00.000,8,20,CPO88200000485915,,"SERVICE, SEAL, WAX, BURNISH (BUFF) & CLEAN FLOOR. VCT AND RE",CITY,COMPTON,US,LOS ANGELES,USD,1911.18,000025620-V T P INC,RECREATION AND PARKS,2020-06-30T00:00:00.000,2020-06-30T00:00:00.000,19.11,2020-04-30T00:00:00.000,8.0,36634.0,CITY,0.0,0.0,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,0.4531,4218.0,200000141229,,
685,74549.0,6709336,2020,RECREATION AND PARKS,V T P INC,2020-06-24T00:00:00.000,1076.57,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101692,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000173080,2020-06-22T00:00:00.000,7,19,CPO88200000485915,,"MOVE, SYSTEM FURNITURE, REG. TIME",CITY,COMPTON,US,LOS ANGELES,USD,1087.44,000025620-V T P INC,RECREATION AND PARKS,2020-06-30T00:00:00.000,2020-06-30T00:00:00.000,10.87,2020-04-30T00:00:00.000,7.0,36634.0,CITY,0.0,0.0,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,54.372,20.0,200000141229,,
686,74550.0,6709335,2020,RECREATION AND PARKS,V T P INC,2020-06-24T00:00:00.000,819.13,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101692,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000173080,2020-06-22T00:00:00.000,6,18,CPO88200000485915,,"SERVICE, FLOORING, RELATED, REG. TIME",CITY,COMPTON,US,LOS ANGELES,USD,827.4,000025620-V T P INC,RECREATION AND PARKS,2020-06-30T00:00:00.000,2020-06-30T00:00:00.000,8.27,2020-04-30T00:00:00.000,6.0,36634.0,CITY,0.0,0.0,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,41.37,20.0,200000141229,,
687,74551.0,6709334,2020,RECREATION AND PARKS,V T P INC,2020-06-24T00:00:00.000,97.13,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000101692,SUPPLIES & OTHER SERVICES,12,2020-12 (JUN),2020-04,6,"JUNE,2020",JUNE,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000173080,2020-06-22T00:00:00.000,5,17,CPO88200000485915,,"LABOR, REMOVAL, COVE BASES, REG. TIME",CITY,COMPTON,US,LOS ANGELES,USD,98.11,000025620-V T P INC,RECREATION AND PARKS,2020-06-30T00:00:00.000,2020-06-30T00:00:00.000,0.98,2020-04-30T00:00:00.000,5.0,36634.0,CITY,0.0,0.0,72102702.0,FLOOR COVERING INSTALLATION OR MAINTENANCE,0.1182,830.0,200000141229,,
